#SampleID,newname,frmID,State,Year,SiteAlias,Orig_SampleID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_0231,PrimeRef_0231-2023,PrimeRef_0231,MA,2023,PrimeRef_0231,PrimeRef_0231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_0641,PrimeRef_0641-2023,PrimeRef_0641,MA,2023,PrimeRef_0641,PrimeRef_0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_0641_QC,PrimeRef_0641_QC-2023,PrimeRef_0641,MA,2023,PrimeRef_0641,PrimeRef_0641_QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverStrs_6719,OverStrs_6719-2023,OverStrs_6719,MA,2023,OverStrs_6719,OverStrs_6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_5477,PrimeStrs_5477-2023,PrimeStrs_5477,MA,2023,PrimeStrs_5477,PrimeStrs_5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_5799,PrimeStrs_5799-2023,PrimeStrs_5799,MA,2023,PrimeStrs_5799,PrimeStrs_5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverStrs_6089,OverStrs_6089-2023,OverStrs_6089,MA,2023,OverStrs_6089,OverStrs_6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_6221,PrimeRef_6221-2023,PrimeRef_6221,MA,2023,PrimeRef_6221,PrimeRef_6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_8803,PrimeStrs_8803-2023,PrimeStrs_8803,MA,2023,PrimeStrs_8803,PrimeStrs_8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_5399,PrimeRef_5399-2023,PrimeRef_5399,MA,2023,PrimeRef_5399,PrimeRef_5399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_6949,PrimeRef_6949-2023,PrimeRef_6949,MA,2023,PrimeRef_6949,PrimeRef_6949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverRef_6983,OverRef_6983-2023,OverRef_6983,MA,2023,OverRef_6983,OverRef_6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_7023,PrimeStrs_7023-2023,PrimeStrs_7023,MA,2023,PrimeStrs_7023,PrimeStrs_7023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_7147,PrimeStrs_7147-2023,PrimeStrs_7147,MA,2023,PrimeStrs_7147,PrimeStrs_7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_6366,PrimeRef_6366-2023,PrimeRef_6366,MA,2023,PrimeRef_6366,PrimeRef_6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverStrs_3709,OverStrs_3709-2023,OverStrs_3709,MA,2023,OverStrs_3709,OverStrs_3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_4837,PrimeRef_4837-2023,PrimeRef_4837,MA,2023,PrimeRef_4837,PrimeRef_4837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_6965,PrimeRef_6965-2023,PrimeRef_6965,MA,2023,PrimeRef_6965,PrimeRef_6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverRef_7631,OverRef_7631-2023,OverRef_7631,MA,2023,OverRef_7631,OverRef_7631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_5968,PrimeStrs_5968-2023,PrimeStrs_5968,MA,2023,PrimeStrs_5968,PrimeStrs_5968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_5994,PrimeRef_5994-2023,PrimeRef_5994,MA,2023,PrimeRef_5994,PrimeRef_5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_8752,PrimeRef_8752-2023,PrimeRef_8752,MA,2023,PrimeRef_8752,PrimeRef_8752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_1131,PrimeRef_1131-2023,PrimeRef_1131,MA,2023,PrimeRef_1131,PrimeRef_1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_1863,PrimeStrs_1863-2023,PrimeStrs_1863,MA,2023,PrimeStrs_1863,PrimeStrs_1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_8209,PrimeStrs_8209-2023,PrimeStrs_8209,MA,2023,PrimeStrs_8209,PrimeStrs_8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_8209_QC,PrimeStrs_8209_QC-2023,PrimeStrs_8209,MA,2023,PrimeStrs_8209,PrimeStrs_8209_QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_0065,PrimeRef_0065-2023,PrimeRef_0065,MA,2023,PrimeRef_0065,PrimeRef_0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_9606,PrimeStrs_9606-2023,PrimeStrs_9606,MA,2023,PrimeStrs_9606,PrimeStrs_9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_9666,PrimeStrs_9666-2023,PrimeStrs_9666,MA,2023,PrimeStrs_9666,PrimeStrs_9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_9756,PrimeRef_9756-2023,PrimeRef_9756,MA,2023,PrimeRef_9756,PrimeRef_9756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_0204,PrimeStrs_0204-2023,PrimeStrs_0204,MA,2023,PrimeStrs_0204,PrimeStrs_0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeRef_0236,PrimeRef_0236-2023,PrimeRef_0236,MA,2023,PrimeRef_0236,PrimeRef_0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_0238,PrimeStrs_0238-2023,PrimeStrs_0238,MA,2023,PrimeStrs_0238,PrimeStrs_0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrimeStrs_3361,PrimeStrs_3361-2023,PrimeStrs_3361,MA,2023,PrimeStrs_3361,PrimeStrs_3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA9628b090622,PrimeStrs_9628-2022,MA9628b090622,MA,2022,PrimeStrs_9628,PrimeStrs_9628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA208b090722,PrimeRef_0208-2022,MA208b090722,MA,2022,PrimeRef_0208,PrimeRef_0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA0208QCb090722,PrimeRef_0208_QC-2022,MA0208QCb090722,MA,2022,PrimeRef_0208,PrimeRef_0208_QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA5379b090722,PrimeRef_5379-2022,MA5379b090722,MA,2022,PrimeRef_5379,PrimeRef_5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA363b090822,PrimeRef_0363-2022,MA363b090822,MA,2022,PrimeRef_0363,PrimeRef_0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA4614b090822,PrimeRef_4614-2022,MA4614b090822,MA,2022,PrimeRef_4614,PrimeRef_4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA387b090822,PrimeStrs_0387-2022,MA387b090822,MA,2022,PrimeStrs_0387,PrimeStrs_0387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA3479b090822,PrimeRef_3479-2022,MA3479b090822,MA,2022,PrimeRef_3479,PrimeRef_3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA6009b090922,PrimeStrs_6009-2022,MA6009b090922,MA,2022,PrimeStrs_6009,PrimeStrs_6009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA4990b090922,PrimeStrs_4990-2022,MA4990b090922,MA,2022,PrimeStrs_4990,PrimeStrs_4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA4990QCb090922,PrimeStrs_4990_QC-2022,MA4990QCb090922,MA,2022,PrimeStrs_4990,PrimeStrs_4990_QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA1351b090922,PrimeRef_1351-2022,MA1351b090922,MA,2022,PrimeRef_1351,PrimeRef_1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA4427b091022,PrimeRef_4427-2022,MA4427b091022,MA,2022,PrimeRef_4427,PrimeRef_4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA6327b091022,PrimeStrs_6327-2022,MA6327b091022,MA,2022,PrimeStrs_6327,PrimeStrs_6327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA5837b091022,PrimeStrs_5837-2022,MA5837b091022,MA,2022,PrimeStrs_5837,PrimeStrs_5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA5537b091022,PrimeRef_5537-2022,MA5537b091022,MA,2022,PrimeRef_5537,PrimeRef_5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA7407b091122,PrimeStrs_7407-2022,MA7407b091122,MA,2022,PrimeStrs_7407,PrimeStrs_7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA3779b091122,PrimeStrs_3779-2022,MA3779b091122,MA,2022,PrimeStrs_3779,PrimeStrs_3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA6977b091122,PrimeStrs_6977-2022,MA6977b091122,MA,2022,PrimeStrs_6977,PrimeStrs_6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA5948b091122,OverRef_5948-2022,MA5948b091122,MA,2022,OverRef_5948,OverRef_5948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA6365b091222,OverStrs_6365-2022,MA6365b091222,MA,2022,OverStrs_6365,OverStrs_6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA2275b091222,OverRef_2275-2022,MA2275b091222,MA,2022,OverRef_2275,OverRef_2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
